name2,lon2,lat2
b4971,113.30622,36.26377
b4972,115.0166,35.8984
b4973,114.89763,36.13294
b4974,113.7221,34.79768
b4975,115.63745,35.72187
b4976,115.55147,34.41153
b4977,115.02513,35.45422
b4978,115.13575,36.066
b4979,114.56125,34.44679
b4980,114.80193,36.57324
b4981,113.76601,36.72779
b4982,113.40014,35.82647
b4983,113.99762,34.12062
b4984,114.48342,35.91442
b4985,113.31916,35.13761
b4986,113.60472,36.82249
b4987,115.29246,34.3345
b4988,115.07817,35.18734
b4989,113.84947,35.30657
b4990,114.33236,36.25754
b4991,114.6018,35.99519
b4992,113.12347,36.72978
b4993,113.16606,36.53753
b4994,113.76954,36.93679
b4995,114.1352,34.95736
b4996,115.35323,36.74859
b4997,114.10126,35.86183
b4998,114.36342,36.68397
b4999,114.18976,34.34811
b5000,115.10821,36.50915
b5001,113.50459,36.45554
b5002,115.87726,35.84423
b5003,113.45818,35.31555
b5004,114.14921,36.18846
b5005,114.03192,35.16885
b5006,114.32857,36.32157
b5007,114.85645,35.62674
b5008,114.43855,36.76361
b5009,115.88053,35.98028
b5010,113.37067,35.87352
b5011,114.71513,34.29447
b5012,115.56464,36.12352
b5013,114.85025,36.61959
b5014,115.10894,36.9377
b5015,113.65813,35.13329
b5016,115.55727,35.82418
b5017,113.52109,34.79465
b5018,114.23306,36.84894
b5019,114.0447,35.10038
b5020,114.14393,35.40562
b5021,113.98362,36.61313
b5022,114.13327,35.94548
b5023,114.40396,36.85954
b5024,113.42413,35.40555
b5025,113.16333,36.7795
b5026,113.24748,35.72495
b5027,113.9575,36.5462
b5028,114.68619,36.22883
b5029,114.46988,36.51286
b5030,114.25249,35.08484
b5031,115.5916,34.93873
b5032,115.80214,34.71194
b5033,115.97022,35.57658
b5034,115.17721,35.58927
b5035,115.68153,34.27152
b5036,115.55862,34.96852
b5037,114.05606,34.55629
b5038,114.27209,35.3431
b5039,113.91585,35.01271
b5040,115.93457,36.92061
b5041,115.98826,34.15635
b5042,115.8416,36.81529
b5043,114.99144,36.38613
b5044,113.70544,34.6699
b5045,114.25589,36.65169
b5046,115.01917,34.37496
b5047,115.75425,36.3789
b5048,115.8011,34.69439
b5049,115.00545,36.41244
b5050,113.93924,35.8312
b5051,114.83442,36.80923
b5052,114.19406,36.56689
b5053,113.31886,34.45869
b5054,115.26132,36.19469
b5055,113.55963,36.12865
b5056,114.0056,35.55978
b5057,114.37935,34.67114
b5058,113.31565,36.37263
b5059,113.7101,36.54131
b5060,114.72024,34.50787
b5061,115.50265,34.50654
b5062,115.12055,34.31555
b5063,115.26773,35.12303
b5064,114.29885,34.94133
b5065,113.95244,36.85135
b5066,114.27535,35.86004
b5067,115.69285,36.21781
b5068,115.79568,34.45274
b5069,114.32243,34.73346
b5070,114.54897,35.09494
b5071,113.52118,34.44296
b5072,114.05285,35.28802
b5073,113.84904,34.39073
b5074,114.91405,35.19256
b5075,114.3519,34.52841
b5076,115.39101,35.61472
b5077,113.82025,35.29491
b5078,114.79185,35.46748
b5079,114.8773,36.80624
b5080,114.85921,34.42349
b5081,114.7778,35.5369
b5082,113.46884,36.12191
b5083,113.33769,34.68675
b5084,114.18985,36.13967
b5085,115.29983,35.28199
b5086,114.53255,35.58017
b5087,114.58413,36.32591
b5088,113.7093,34.2064
b5089,114.17333,36.59627
b5090,115.40407,36.05051
b5091,115.34761,36.69023
b5092,115.83759,35.56526
b5093,115.63834,34.73838
b5094,113.69564,35.97507
b5095,113.9773,35.06428
b5096,115.63974,35.05314
b5097,114.05603,36.96716
b5098,115.57351,36.4524
b5099,113.97191,35.08287
b5100,113.62874,35.99058
b5101,113.76032,36.41576
b5102,115.4613,36.80697
b5103,115.55492,35.42838
b5104,115.05877,35.6174
b5105,113.77952,34.13041
b5106,113.66352,34.68517
b5107,114.16186,36.56336
b5108,113.72241,34.19277
b5109,115.28155,35.46945
b5110,115.46978,35.47216
b5111,115.44225,36.85792
b5112,114.54985,36.49441
b5113,115.22881,34.31877
b5114,113.23684,35.16814
b5115,113.11418,36.53613
b5116,113.25039,36.4482
b5117,113.80778,36.30058
b5118,114.42541,35.71574
b5119,114.75928,35.78609
b5120,114.89332,36.69891
b5121,114.74717,36.73701
b5122,115.84364,36.52798
b5123,113.7875,34.91782
b5124,113.45469,36.6762
b5125,113.3391,36.05451
b5126,114.61096,34.78567
b5127,115.73533,35.61146
b5128,115.22902,34.62738
b5129,114.78816,34.12141
b5130,115.93961,34.82274
b5131,113.59327,36.26632
b5132,115.33145,34.8951
b5133,113.729,35.66567
b5134,113.11295,36.36709
b5135,115.77744,35.38336
b5136,114.32966,34.55379
b5137,113.71642,35.1053
b5138,115.54669,36.63157
b5139,113.76535,34.26173
b5140,115.70709,34.81974
b5141,113.26907,36.39279
b5142,113.38963,35.49376
b5143,114.89112,34.24893
b5144,114.28329,35.10324
b5145,114.26343,34.65368
b5146,114.53553,34.96732
b5147,113.35063,34.65702
b5148,113.33654,36.67491
b5149,114.56115,34.64185
b5150,115.93303,34.59245
b5151,114.50154,36.14306
b5152,115.15233,35.26092
b5153,113.43793,35.12962
b5154,113.36772,35.22411
b5155,113.59179,35.99406
b5156,114.9979,35.97658
b5157,114.01535,34.20542
b5158,114.59212,35.65869
b5159,114.82621,35.34835
b5160,113.77206,34.24889
b5161,113.51446,35.47285
b5162,114.58441,35.80205
b5163,114.73841,36.09258
b5164,113.3933,35.45895
b5165,113.70124,36.41829
b5166,114.242,35.88805
b5167,115.88172,36.35921
b5168,115.75516,36.22725
b5169,113.76087,36.08223
b5170,113.85341,36.52459
b5171,113.79292,34.53902
b5172,114.90577,34.71415
b5173,113.50859,35.08728
b5174,115.20027,36.90577
b5175,113.75985,34.20817
b5176,114.68288,34.91679
b5177,115.04297,34.75481
b5178,113.65496,36.14106
b5179,114.49225,36.43801
b5180,115.11416,36.3234
b5181,113.40786,35.27235
b5182,113.46388,35.08378
b5183,114.60722,36.84584
b5184,113.69607,36.37305
b5185,114.35822,36.23162
b5186,113.33747,36.86385
b5187,113.11476,35.53852
b5188,113.2755,34.6003
b5189,114.20479,35.1113
b5190,113.53147,34.48655
b5191,114.08203,36.89186
b5192,114.72142,35.36675
b5193,113.61918,34.41761
b5194,115.03569,36.19821
b5195,114.60506,34.7844
b5196,113.54317,35.16875
b5197,113.95304,34.22876
b5198,113.59574,34.4239
b5199,113.15588,35.05517
b5200,113.83172,35.3822
b5201,113.47793,36.12611
b5202,115.65174,35.4808
b5203,113.69342,36.52868
b5204,113.58685,35.33555
b5205,115.35049,34.93475
b5206,113.75838,35.64226
b5207,115.59118,35.23636
b5208,115.12678,36.3121
b5209,115.02175,36.16054
b5210,115.78911,34.94004
b5211,114.1587,35.71295
b5212,115.93649,35.12876
b5213,114.14598,36.4664
b5214,115.90407,36.61684
b5215,114.1407,36.01997
b5216,115.85883,36.01055
b5217,114.91239,34.68312
b5218,113.68113,35.8421
b5219,113.23658,36.43435
b5220,113.43212,35.81277
b5221,115.00809,36.48014
b5222,114.47993,36.72808
b5223,115.78996,36.30322
b5224,115.94263,35.26038
b5225,113.19058,35.9848
b5226,115.19654,36.58357
b5227,115.51782,35.32111
b5228,115.81637,34.56651
b5229,114.11969,34.35123
b5230,114.85258,35.26945
b5231,113.53042,35.68038
b5232,114.10388,36.9228
b5233,113.2631,34.21028
b5234,113.48177,35.31476
b5235,114.67537,36.96597
b5236,114.99621,35.25217
b5237,115.88609,36.18056
b5238,113.53129,35.79954
b5239,114.85519,34.20116
b5240,115.83292,36.15762
b5241,115.71261,35.55406
b5242,113.37953,34.69387
b5243,114.68282,34.94174
b5244,113.65926,36.96124
b5245,114.89227,36.10989
b5246,114.7822,36.89438
b5247,114.23005,36.11197
b5248,113.71408,34.32059
b5249,115.22306,34.64824
b5250,114.1045,35.56417
b5251,114.35566,36.89623
b5252,114.79687,36.18412
b5253,114.63321,35.57814
b5254,114.09845,36.64084
b5255,113.73342,35.88736
b5256,115.8247,36.4273
b5257,115.70952,35.39073
b5258,115.38491,34.81469
b5259,115.82039,34.70188
b5260,115.21538,35.67559
b5261,115.74199,36.89242
b5262,114.82519,36.03948
b5263,114.09778,34.57507
b5264,114.14875,34.59654
b5265,114.51943,34.4876
b5266,114.80561,36.85549
b5267,114.10116,34.29644
b5268,115.53708,35.67678
b5269,115.1955,36.66528
b5270,113.92664,34.51871
b5271,114.44263,36.47716
b5272,115.12543,36.58479
b5273,115.01101,36.82215
b5274,113.5659,35.91148
b5275,115.14881,35.19173
b5276,113.24226,35.2465
b5277,115.75522,35.41495
b5278,115.16467,34.73048
b5279,115.38973,36.35808
b5280,114.87349,36.90952
b5281,113.77139,34.50151
b5282,114.09134,34.95279
b5283,115.94284,36.33651
b5284,114.62024,36.65769
b5285,115.50451,34.64266
b5286,113.71246,34.83097
b5287,113.61333,34.14535
b5288,113.27384,36.99201
b5289,114.57573,34.23608
b5290,114.93087,36.55984
b5291,114.07942,36.25033
b5292,114.76981,34.26957
b5293,114.33817,36.72741
b5294,113.83802,36.96679
b5295,114.57148,36.17736
b5296,114.7113,35.2377
b5297,114.85845,35.02939
b5298,114.30664,36.25508
b5299,115.69583,36.22414
b5300,113.12468,34.84803
b5301,115.23612,34.44994
b5302,114.11588,36.16982
b5303,114.98322,35.60874
b5304,113.49409,36.40969
b5305,115.04813,35.43981
b5306,113.19514,36.36926
b5307,114.92401,36.88847
b5308,115.98467,34.22823
b5309,115.17159,34.58192
b5310,114.60084,35.58783
b5311,115.82622,36.69567
b5312,113.41762,35.93176
b5313,113.48685,36.88812
b5314,115.42214,35.90839
b5315,114.92545,34.19737
b5316,114.04511,34.15408
b5317,113.60708,35.55248
b5318,113.47957,35.27855
b5319,114.87964,34.82559
b5320,114.59556,34.38083
b5321,115.41134,36.08598
b5322,114.03395,34.96914
b5323,114.06158,36.15238
b5324,114.69276,34.45082
b5325,114.78782,34.53141
b5326,114.35231,36.52543
b5327,114.52325,35.97995
b5328,113.31038,36.95928
b5329,115.18106,35.65826
b5330,113.85699,36.94982
b5331,114.52639,36.22204
b5332,114.75743,36.45096
b5333,114.44663,35.23182
b5334,115.28692,36.99072
b5335,113.5585,36.70203
b5336,114.13975,34.52353
b5337,113.35536,35.75927
b5338,115.87487,34.34148
b5339,114.25135,36.49097
b5340,113.18193,34.15052
b5341,113.30982,36.77657
b5342,114.27688,34.7067
b5343,115.37753,35.77502
b5344,115.45491,34.77503
b5345,115.50447,36.39599
b5346,115.57398,36.42844
b5347,114.69872,34.75956
b5348,113.22727,34.86668
b5349,113.95783,35.26682
b5350,113.1649,34.81247
b5351,114.88898,35.7355
b5352,115.02685,34.37992
b5353,113.88683,35.22687
b5354,114.25155,36.13907
b5355,114.80463,35.17022
b5356,113.3702,35.27051
b5357,113.93605,34.53399
b5358,114.57377,35.57584
b5359,115.66583,34.76379
b5360,115.64304,34.79324
b5361,113.41689,35.80999
b5362,113.34103,34.67648
b5363,115.93133,34.77562
b5364,114.45182,34.2793
b5365,114.00946,34.95404
b5366,113.15229,36.82059
b5367,115.24336,34.24227
b5368,113.88519,35.27397
b5369,115.42936,35.3731
b5370,113.69245,36.93101
b5371,113.87052,34.67998
b5372,113.59068,36.09437
b5373,113.34076,36.3534
b5374,113.96734,35.97196
b5375,114.27591,35.32371
b5376,115.92494,34.76236
b5377,115.29187,35.24578
b5378,115.37016,36.80205
b5379,115.93891,34.32016
b5380,114.35525,34.69761
b5381,114.45703,35.59939
b5382,113.30365,34.20588
b5383,113.22428,36.32442
b5384,114.61581,34.36515
b5385,114.18334,36.83641
b5386,113.19287,35.22696
b5387,113.37807,34.74989
b5388,113.79754,35.98377
b5389,115.79041,35.32506
b5390,113.90329,35.02796
b5391,115.57898,35.0021
b5392,114.36456,35.01757
b5393,113.17006,35.69807
b5394,115.00567,34.62954
b5395,115.91033,35.99678
b5396,113.88621,36.55447
b5397,114.86743,34.68704
b5398,113.82761,36.90755
b5399,114.38418,36.58121
b5400,113.65524,34.99446
b5401,115.77217,34.78805
b5402,113.81902,36.92681
b5403,114.50275,34.64307
b5404,115.81759,34.38739
b5405,113.84014,35.33695
b5406,113.9488,35.80075
b5407,115.79491,36.89155
b5408,114.41626,35.70086
b5409,115.45812,35.66755
b5410,114.63386,34.8691
b5411,114.51538,34.84374
b5412,114.53993,36.07524
b5413,114.86204,35.63653
b5414,114.16955,35.65327
b5415,114.97616,36.40616
b5416,114.92882,34.43146
b5417,113.87527,35.83985
b5418,113.7926,35.57438
b5419,113.76042,34.69201
b5420,114.2449,35.55155
b5421,114.60874,36.05824
b5422,114.39937,34.30857
b5423,114.3337,36.51203
b5424,114.3172,36.46095
b5425,115.72321,36.19786
b5426,114.98908,36.86553
b5427,115.17382,34.39672
b5428,115.48776,35.13466
b5429,114.6427,34.81016
b5430,115.24038,34.5861
b5431,113.68416,35.6295
b5432,114.29563,36.76904
b5433,114.75181,36.04056
b5434,115.74971,36.60182
b5435,114.56639,36.1511
b5436,115.72638,36.85017
b5437,115.81633,36.82839
b5438,114.6066,36.13262
b5439,114.19581,36.17464
b5440,114.58757,35.01519
b5441,114.43017,35.04425
b5442,115.26821,36.55776
b5443,114.66048,34.70312
b5444,115.73245,36.47646
b5445,114.73981,34.33037
b5446,114.87697,36.06604
b5447,113.83066,35.36309
b5448,113.12632,36.78489
b5449,114.48155,35.88476
b5450,113.54823,34.91392
b5451,114.04329,36.10749
b5452,113.71367,34.87813
b5453,114.7637,35.38056
b5454,114.78408,36.67531
b5455,115.14428,35.76949
b5456,113.56326,35.30508
b5457,113.88395,34.89514
b5458,115.19483,35.57377
b5459,114.73238,34.46466
b5460,114.57041,36.00593
b5461,115.60392,35.30293
b5462,115.17315,35.8153
b5463,114.69317,36.96817
b5464,113.86164,36.47875
b5465,114.14485,34.77183
b5466,114.20988,34.83744
b5467,115.3003,36.77138
b5468,114.47507,34.99927
b5469,113.58579,36.3764
b5470,114.19132,35.85852
b5471,115.17947,35.87953
b5472,115.73336,34.68872
b5473,114.68073,35.50997
b5474,114.17332,35.63096
b5475,114.65906,36.93592
b5476,113.32214,35.51814
b5477,115.66421,35.388
b5478,114.81749,35.80813
b5479,115.64775,35.44318
b5480,113.51082,36.33457
b5481,113.9372,34.68645
b5482,115.50278,36.49693
b5483,113.65935,34.74479
b5484,115.97521,35.06767
b5485,115.94,36.96115
b5486,114.60338,34.37728
b5487,115.31637,34.81537
b5488,114.85233,36.67532
b5489,113.50372,36.08231
b5490,113.22265,35.23602
b5491,113.88172,35.05921
b5492,113.82128,34.30424
b5493,115.85662,35.09663
b5494,113.20032,35.90526
b5495,115.32944,36.55795
b5496,113.78688,34.57916
b5497,113.90265,36.57691
b5498,114.64623,35.97077
b5499,115.34959,34.35736
b5500,115.75575,35.87442
b5501,113.5853,35.80227
b5502,114.86157,34.7388
b5503,114.35127,36.66075
b5504,114.94276,35.37756
b5505,114.25763,35.47272
b5506,114.6837,34.73982
b5507,114.76621,34.83494
b5508,114.16322,36.90879
b5509,114.79646,35.86784
b5510,114.30027,35.30962
b5511,114.31847,36.2499
b5512,113.31839,34.8165
b5513,115.03567,36.15413
b5514,114.60748,34.35417
b5515,113.40317,34.92232
b5516,113.70347,34.29429
b5517,113.11625,35.3542
b5518,115.41927,34.63908
b5519,113.3484,36.62707
b5520,115.46738,35.25288
b5521,113.49054,34.40198
b5522,114.65333,35.60894
b5523,113.76152,35.30197
b5524,113.85272,34.18353
b5525,113.43109,34.51059
b5526,115.92059,35.1647
b5527,115.20017,35.96607
b5528,114.78139,35.45661
b5529,115.28249,34.27512
b5530,114.42901,36.69379
b5531,114.4286,35.99408
b5532,115.17407,35.32566
b5533,113.23161,36.40996
b5534,115.9328,36.68112
b5535,114.0099,35.5981
b5536,114.76129,34.7452
b5537,113.47395,34.27566
b5538,115.35881,36.40716
b5539,113.85535,34.98255
b5540,113.75975,36.66998
b5541,115.81896,36.31248
b5542,113.79033,35.80553
b5543,114.3617,35.0946
b5544,115.44576,35.479
b5545,113.47215,35.33316
b5546,115.32965,36.1857
b5547,115.01395,34.57862
b5548,115.87607,34.41609
b5549,115.8374,36.19299
b5550,114.38205,34.99095
b5551,115.14955,36.96314
b5552,115.30781,36.12242
b5553,114.41896,36.60125
b5554,115.70246,35.47709
b5555,114.88153,35.6946
b5556,114.6844,35.00868
b5557,115.59161,34.83145
b5558,113.66845,34.81139
b5559,114.23868,34.40302
b5560,115.4523,36.41727
b5561,115.71709,36.93161
b5562,113.8027,34.21736
b5563,113.36484,36.3567
b5564,113.90617,35.52185
b5565,113.84649,34.72717
b5566,114.06922,35.66534
b5567,113.19225,36.26963
b5568,114.31749,34.85051
b5569,113.37393,34.33006
b5570,115.36171,35.89439
b5571,114.63432,36.018
b5572,114.9519,36.43882
b5573,113.50371,34.54762
b5574,114.3576,35.24011
b5575,114.67753,36.26068
b5576,114.66258,35.40097
b5577,114.2058,36.3356
b5578,115.62313,35.28136
b5579,115.31561,35.19177
b5580,115.62311,35.95185
b5581,115.86994,34.19027
b5582,114.9545,34.39612
b5583,113.31569,35.46756
b5584,115.55149,36.62435
b5585,115.17858,36.96061
b5586,115.73747,36.18546
b5587,113.49122,36.05539
b5588,113.28435,36.73747
b5589,115.57657,36.69777
b5590,115.46495,34.86523
b5591,113.28251,34.7156
b5592,115.23223,34.70492
b5593,113.48204,34.4889
b5594,113.28372,34.11594
b5595,115.87547,35.159
b5596,114.93548,36.43091
b5597,115.26778,35.9918
b5598,115.42931,35.31506
b5599,115.19971,36.61573
b5600,115.57208,35.49022
b5601,113.16444,34.41768
b5602,115.22849,36.46972
b5603,115.27697,34.17656
b5604,113.47209,34.37192
b5605,115.17663,36.58711
b5606,113.15574,34.77326
b5607,114.25939,35.44071
b5608,115.57429,36.75369
b5609,115.89075,36.21079
b5610,114.16724,36.02622
b5611,114.05253,36.34776
b5612,114.45042,35.69639
b5613,113.40918,35.09598
b5614,114.8719,35.4561
b5615,113.85834,34.50563
b5616,114.71577,34.97209
b5617,114.06796,34.65695
b5618,114.81916,36.30013
b5619,113.13836,35.82594
b5620,113.60718,36.22271
b5621,115.40193,35.82265
b5622,113.29804,35.35065
b5623,114.60941,34.57823
b5624,114.31487,34.11755
b5625,113.55594,36.38156
b5626,114.75118,36.8295
b5627,113.79914,35.65962
b5628,113.1917,34.64209
b5629,113.26743,35.61065
b5630,113.44381,34.52686
b5631,114.46656,34.22896
b5632,115.43855,34.53868
b5633,113.68457,35.56477
b5634,115.03586,35.93031
b5635,113.41837,35.79555
b5636,113.60403,34.95389
b5637,115.23238,34.299
b5638,114.30965,35.58332
b5639,115.14033,34.87367
b5640,114.61332,35.42194
b5641,114.74245,34.68109
b5642,114.4482,35.85086
b5643,114.27454,36.47408
b5644,113.42307,34.49208
b5645,114.22713,34.18442
b5646,113.39838,35.69801
b5647,114.84083,34.38431
b5648,114.45819,34.38036
b5649,113.32476,35.83898
b5650,113.20688,35.22228
b5651,115.2662,36.40074
b5652,114.79259,35.45161
b5653,113.46166,36.65647
b5654,113.97973,34.31555
b5655,115.272,34.66444
b5656,113.29559,34.54979
b5657,113.48342,35.58445
b5658,115.4832,35.9549
b5659,115.38107,35.88833
b5660,115.40299,36.60021
b5661,115.1983,36.09742
b5662,113.4936,34.70316
b5663,115.98277,35.64312
b5664,115.68179,36.31142
b5665,114.09117,34.38881
b5666,113.34278,34.69315
b5667,113.76098,34.97508
b5668,115.84673,35.33421
b5669,115.61057,34.6468
b5670,113.15995,36.87425
b5671,115.23991,35.42558
b5672,115.99168,36.15938
b5673,115.54342,35.65389
b5674,114.6036,34.92582
b5675,114.18157,35.81511
b5676,113.50383,36.56374
b5677,115.45261,35.5376
b5678,114.76342,34.93773
b5679,115.62743,36.51348
b5680,115.04434,36.31858
b5681,115.99763,36.62507
b5682,114.11246,35.56003
b5683,115.96235,35.70286
b5684,114.51651,36.39717
b5685,114.88235,34.52761
b5686,113.12697,35.76499
b5687,115.70922,34.41411
b5688,115.28767,35.02913
b5689,115.90614,35.14411
b5690,115.59811,36.24477
b5691,113.36071,34.88879
b5692,115.38888,35.79809
b5693,114.60701,35.4972
b5694,114.50348,34.53725
b5695,114.86678,36.08532
b5696,115.15607,34.11286
b5697,115.45684,35.66861
b5698,114.7554,35.47717
b5699,115.04757,36.55326
b5700,115.17652,36.7003
b5701,113.60239,35.60158
b5702,113.87618,36.03091
b5703,113.26494,36.69749
b5704,114.47927,36.92654
b5705,113.57182,35.22345
b5706,113.96113,35.03993
b5707,113.82219,35.38717
b5708,115.77533,35.82569
b5709,114.12199,34.63151
b5710,115.65815,35.06495
b5711,115.1015,36.10333
b5712,113.42864,35.12281
b5713,113.82734,35.38081
b5714,114.18012,35.09684
b5715,114.69177,35.15722
b5716,113.96237,36.28455
b5717,113.56593,36.726
b5718,113.62335,34.38219
b5719,115.32822,36.71425
b5720,114.57471,34.98928
b5721,113.90382,34.66649
b5722,114.17191,36.88403
b5723,114.72057,35.62529
b5724,113.63551,34.68922
b5725,113.33607,34.73613
b5726,115.87425,35.11789
b5727,113.30833,34.18711
b5728,113.88344,35.96984
b5729,113.18964,35.85464
b5730,115.28257,36.03039
b5731,113.38909,36.2713
b5732,115.14098,36.53734
b5733,115.90564,35.76131
b5734,115.36981,34.4807
b5735,115.15217,36.30575
b5736,113.34773,34.33052
b5737,113.13804,36.5566
b5738,113.50252,34.68478
b5739,113.16302,34.72217
b5740,114.08186,35.00021
b5741,115.3601,35.29627
b5742,115.12593,36.86033
b5743,113.78795,36.84957
b5744,115.06905,36.93088
b5745,115.21891,34.22994
b5746,115.11258,35.28517
b5747,113.1907,34.49428
b5748,113.39015,35.4031
b5749,113.35417,36.60205
b5750,114.35036,35.87804
b5751,113.78818,36.00519
b5752,113.14286,36.71866
b5753,114.07888,35.66804
b5754,115.17592,36.583
b5755,113.72352,34.26311
b5756,115.65336,34.3968
b5757,115.46695,35.42924
b5758,115.88735,34.43032
b5759,113.13715,34.29105
b5760,115.4625,35.39893
b5761,114.44759,36.45083
b5762,114.16696,35.21894
b5763,113.50046,34.94166
b5764,113.25622,35.07487
b5765,113.75802,34.17888
b5766,113.86863,36.61793
b5767,113.98553,35.28598
b5768,115.94603,36.31801
b5769,114.00721,36.8139
b5770,115.38778,36.12232
b5771,115.45382,35.62644
b5772,114.15875,34.65415
b5773,113.40267,34.43578
b5774,114.05309,36.24417
b5775,115.07292,34.94588
b5776,115.27345,36.76877
b5777,113.71951,34.85216
b5778,114.192,36.47662
b5779,115.13567,36.69484
b5780,115.78394,35.45921
b5781,115.12849,34.99516
b5782,115.46673,35.60323
b5783,113.47729,34.96551
b5784,114.08146,36.69491
b5785,115.30905,36.60467
b5786,114.28942,35.61648
b5787,115.73524,34.66016
b5788,114.09726,36.21204
b5789,114.48873,35.954
b5790,115.447,35.60602
b5791,115.0796,36.92177
b5792,114.09931,35.85539
b5793,115.55039,36.81369
b5794,113.86681,35.99328
b5795,115.86008,36.48782
b5796,114.95496,35.96308
b5797,115.35602,35.99596
b5798,113.2069,34.99212
b5799,114.49054,36.71781
b5800,114.90611,36.24198
b5801,114.13791,36.06682
b5802,115.76025,36.40075
b5803,113.2278,35.1475
b5804,115.43172,36.93297
b5805,114.89577,36.12632
b5806,115.84639,36.09533
b5807,115.14755,34.98909
b5808,114.5032,35.05975
b5809,114.08122,36.36052
b5810,115.03808,34.20855
b5811,114.67127,34.69894
b5812,115.51992,34.91321
b5813,115.1177,35.22581
b5814,115.21753,34.53822
b5815,113.34184,35.59672
b5816,114.35057,36.2119
b5817,115.61846,34.3899
b5818,114.11659,35.23381
b5819,113.57127,34.36112
b5820,114.67361,35.1166
b5821,115.2074,35.76775
b5822,113.13901,35.30364
b5823,115.79524,35.60779
b5824,115.13446,34.82845
b5825,115.70497,36.61402
b5826,113.74072,35.47521
b5827,115.73852,36.19355
b5828,114.26505,35.40863
b5829,114.3822,35.73922
b5830,114.21971,36.4983
b5831,115.10749,35.21035
b5832,115.33744,36.29565
b5833,114.74296,36.90091
b5834,115.87326,36.26963
b5835,115.46043,36.62324
b5836,113.51901,34.39021
b5837,113.63877,34.70857
b5838,114.62393,36.43615
b5839,115.76894,34.833
b5840,113.49139,34.79322
b5841,114.78602,35.18276
b5842,114.86192,35.79039
b5843,113.41112,34.67185
b5844,115.46682,36.19156
b5845,115.23113,36.52741
b5846,115.0168,35.09746
b5847,114.12745,35.33458
b5848,115.60075,36.84045
b5849,113.78444,36.0416
b5850,115.28941,35.60875
b5851,113.69615,35.9078
b5852,114.39042,35.59361
b5853,115.03235,34.29532
b5854,114.84205,36.40363
b5855,115.23084,35.87604
b5856,115.20909,36.86184
b5857,113.70672,35.13318
b5858,114.95275,34.21739
b5859,114.16238,36.64331
b5860,114.61785,35.54723
b5861,115.12652,34.1683
b5862,114.70208,35.14294
b5863,113.25487,36.50016
b5864,113.29954,35.29418
b5865,115.44103,34.56464
b5866,113.50591,35.85417
b5867,114.70841,36.25793
b5868,113.65061,34.56011
b5869,114.11772,35.68679
b5870,113.77945,34.416
b5871,114.37398,36.01874
b5872,114.77199,36.15355
b5873,113.74351,34.86544
b5874,114.01854,34.11574
b5875,115.0613,34.87284
b5876,114.78013,35.78897
b5877,115.94169,34.69094
b5878,115.72013,35.4608
b5879,115.56979,35.6094
b5880,114.33069,34.40624
b5881,114.74444,36.39827
b5882,114.15657,35.64295
b5883,114.58017,36.61666
b5884,114.70461,35.96806
b5885,115.386,36.6221
b5886,113.48468,35.13086
b5887,113.83302,34.14372
b5888,115.64867,34.11686
b5889,115.57909,36.97279
b5890,114.61791,34.78648
b5891,113.78092,34.25902
b5892,113.34311,34.8872
b5893,113.4464,35.56858
b5894,113.41323,35.85424
b5895,113.19589,35.93794
b5896,115.72238,35.94186
b5897,114.06917,34.71049
b5898,113.15271,34.26191
b5899,114.76646,36.34603
b5900,113.33265,34.24262
b5901,113.85966,36.11946
b5902,115.10926,36.65962
b5903,113.5422,36.58495
b5904,115.11727,35.55417
b5905,113.90357,35.14656
b5906,113.5963,35.36265
b5907,115.24832,35.59944
b5908,113.1205,35.8269
b5909,113.58176,35.8094
b5910,115.55673,35.21373
b5911,115.27507,36.69955
b5912,113.43693,36.08665
b5913,113.72478,36.893
b5914,115.89864,36.43547
b5915,115.30306,35.82084
b5916,113.634,35.70689
b5917,114.90313,36.55
b5918,114.1688,35.96584
b5919,115.60668,35.12425
b5920,115.54354,36.74862
b5921,113.33839,36.09469
b5922,114.92436,36.24809
b5923,114.1369,36.67443
b5924,114.98586,36.76566
b5925,115.9832,34.56321
b5926,115.80436,35.9915
b5927,114.92456,35.38546
b5928,113.69005,34.69878
b5929,115.12803,35.83071
b5930,113.57498,35.43929
b5931,113.8403,34.90318
b5932,114.48241,35.01616
b5933,114.07592,36.82083
b5934,115.57833,35.80881
b5935,114.16175,35.34232
b5936,113.11239,34.3529
b5937,114.52673,35.82586
b5938,115.604,35.35797
b5939,114.53842,34.66493
b5940,113.14281,35.47687
b5941,113.39204,34.93678
b5942,115.08959,36.70239
b5943,113.4146,35.14407
b5944,115.86752,36.25598
b5945,115.58065,34.32739
b5946,115.0474,35.93973
b5947,115.36214,35.458
b5948,115.23855,36.87569
b5949,115.96144,35.1291
b5950,113.97898,36.50332
b5951,115.9147,36.66643
b5952,114.34781,36.08454
b5953,114.50216,36.74923
b5954,114.1096,35.42508
b5955,114.11766,34.96805
b5956,113.85896,36.38984
b5957,114.35663,36.91378
b5958,115.45945,35.32676
b5959,114.39171,34.69063
b5960,114.11756,35.02806
b5961,115.75136,36.62419
b5962,113.13202,35.31961
b5963,114.39963,36.25109
b5964,113.4655,34.78586
b5965,115.68005,36.54018
b5966,114.51107,34.4162
b5967,114.18151,36.2262
b5968,113.33415,36.41422
b5969,113.93877,35.34628
b5970,114.1762,34.25736
